text_id	sequence_number	word_id	phonetic_transcription	word_form	morphs	gloss	session_id	session_name	sequence_number_text	start_time	end_time	person_id	person_code	text	phonetic_transcription_text	morphs_text	gloss_text	english_translation_text	indonesian_translation	comments	data_set_id	data_set_name	date	location	region	latitude	longitude	genre	subgenre	mode	elicited_or_natural	situation	duration	record_count	word_count	classification	project_id	project_name	description	session_count	primary_or_secondary	n_languoid_id	n_languoid_name	languoid_name_new
410707113121141200	2	10040409552852027e7	baʔagiya	bahagia	bahagia	happy	2053	PDG-20071001-SANb	467	0:27:10	NA	2563	SAFSAN	untuk bahagia di akhirat a ingek awak beamalan.	ʔuntuʔ baʔagiya di ʔaʔhirat ʔa ʔiŋeʔ awaʔ beʔamalan	untuk bahagia di akhirat a ingek awak be- amal -an	for happy LOC afterworld what remember 1 BE- good.deed -AN	NA	untuk bahagia di akhirat ingat dengan amalan kita.	NA	48	Minangkabau	2007-01-10	Padang	West Sumatra	-0.955445	100.357958	Conversation	NA	Spoken	Natural	Percakapan dilakukan di rumah Syafril Chatib yang merupakan pensiunan wakil walikota Solok. Speaker membicarakan tentang sejarah Minangkabau.	0:52:44	1015	6732	Minangkabau (various dialects)	19	Malayic Languages of Sumatra	NA	175	Primary	1	1	Minangkabau, Padang
631788101936030600	2	1004040945254441e8	gəmbira	gembira	gembira	happy	1910	KER-20080316-FAD	963	0:26:38	NA	2887	SYAKER	e... gembira lagalòw déq?	ʔəː gəmbira lagalɔw deʔ	e gembira la- galòw déq	FILL happy LA- all:A NEG	NA	e.. gembira semuanya kan?	NA	45	Kerinci, Sungai Penuh	2008-03-16	Kerinci	Jambi Province	NA	NA	Conversation	NA	Spoken	Natural	having a conversation in the kitchen; Eni's home.	0:49:12	1653	6918	Kerinci (various dialects)	14	Kerinci (Sungai Penuh)	A corpus of naturalistic speech from the Sungai Penuh dialect of Kerinci.	40	Primary	1	1	Kerinci, Sungai Penuh
824904102118030600	2	1004040945254441e8	gəmbira	gembira	gembira	happy	1910	KER-20080316-FAD	965	0:26:41	NA	2887	SYAKER	iyò, gembira niang uhan.	ʔiyɔ gəmbira niyan ʔuhan	iyò gembira niang uhan	yes:A happy true:N person:O	NA	iya, mereka gembira sekali.	NA	45	Kerinci, Sungai Penuh	2008-03-16	Kerinci	Jambi Province	NA	NA	Conversation	NA	Spoken	Natural	having a conversation in the kitchen; Eni's home.	0:49:12	1653	6918	Kerinci (various dialects)	14	Kerinci (Sungai Penuh)	A corpus of naturalistic speech from the Sungai Penuh dialect of Kerinci.	40	Primary	1	1	Kerinci, Sungai Penuh
922058102333030700	2	1004040945254441e8	gəmbira	gembira	gembira	happy	1910	KER-20080316-FAD	967	0:26:44	NA	2887	SYAKER	a gembira niang (u)hang galòw xx	ʔa gəmbira niyaŋ haŋ galɔw xx	a gembira niang uhang galòw xx	FILL happy true:N person:A all:A xx	NA	mereka semua gembira sekali xx	NA	45	Kerinci, Sungai Penuh	2008-03-16	Kerinci	Jambi Province	NA	NA	Conversation	NA	Spoken	Natural	having a conversation in the kitchen; Eni's home.	0:49:12	1653	6918	Kerinci (various dialects)	14	Kerinci (Sungai Penuh)	A corpus of naturalistic speech from the Sungai Penuh dialect of Kerinci.	40	Primary	1	1	Kerinci, Sungai Penuh
413012092057020740	1	10040410594076758e7	NA	hépi	hépi	happy	2523	PNK-20080627-BES	461	0:19:30	NA	2025	NENPNK	hépi tapi ndaq gituq.	NA	hépi tapi ndaq gituq	happy but NEG like.that	NA	Senang tapi tidak begitu.	tidak narkoba.	69	Middle Indonesia - Pontianak	2008-06-27	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	a conversation in the living room, taking about Neneng's experience when she was a dencer.	0:47:42	1138	7844	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Pontianak Malay
377199092245020740	4	10040410594076758e7	NA	hépi	hépi	happy	2523	PNK-20080627-BES	464	0:19:34	NA	885	EXPPNK2	ada banyaq cara hépi.	NA	ada banyaq cara hépi	exist a.lot manner happy	NA	Ada banyak cara senang.	NA	69	Middle Indonesia - Pontianak	2008-06-27	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	a conversation in the living room, taking about Neneng's experience when she was a dencer.	0:47:42	1138	7844	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Pontianak Malay
967247155040020700	4	10040410594076758e7	NA	hépi	hépi	happy	2523	PNK-20080627-BES	532	0:22:29	NA	2025	NENPNK	Neng, kau bise hépi gaq ye Neng ye.	NA	Neng kau bise hépi gaq ye Neng ye	Neneng 2SG can happy also yes Neneng yes	NA	Neneng, kamu bisa senang juga ya.	NA	69	Middle Indonesia - Pontianak	2008-06-27	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	a conversation in the living room, taking about Neneng's experience when she was a dencer.	0:47:42	1138	7844	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Pontianak Malay
450969155112020740	4	10040410594076758e7	NA	hépi	hépi	happy	2523	PNK-20080627-BES	533	0:22:32	NA	2025	NENPNK	he-eh, aku bise hépi, kratingdéng aku, ku bilang.	NA	he.eh aku bise hépi kratingdéng aku ku bilang	uh.huh 1SG can happy kratingdaeng 1SG 1SG say	NA	Iya, aku bisa senang, kratingdaeng aku, aku bilang.	NA	69	Middle Indonesia - Pontianak	2008-06-27	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	a conversation in the living room, taking about Neneng's experience when she was a dencer.	0:47:42	1138	7844	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Pontianak Malay
795891072339220700	3	1004040945254441e8	NA	gembira	gembira	happy	2521	PNK-20080622b-YUD	715	0:22:06	NA	2989	TRIPNK	hidup selalu gembira, senyum, gitu.	NA	hidup selalu gembira senyum gitu	live always happy smile like.that	NA	hidup selalu gembira dan tersenyum.	NA	69	Middle Indonesia - Pontianak	2008-06-22	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	Personal	Spoken	Natural	having a conversation in the living roo; talking about Mr. Trisulo' live, daily and his tought.	1:01:54	1798	7559	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Indonesian
571070121451220740	3	1004040945254441e8	NA	gembira	gembira	happy	2521	PNK-20080622b-YUD	792	0:24:48	NA	2989	TRIPNK	senang, kita gembira.	NA	senang kita gembira	enjoy 1PL happy	NA	kita senang dan gembira.	NA	69	Middle Indonesia - Pontianak	2008-06-22	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	Personal	Spoken	Natural	having a conversation in the living roo; talking about Mr. Trisulo' live, daily and his tought.	1:01:54	1798	7559	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Indonesian
9484425187792023e8	8	10040409552852027e7	NA	bahagia	bahagia	happy	1253	KOE-20080620-IMO	946	0:35:08	NA	1514	KOENUS	saya bilang ini ini kami ini tidak bahagia 0.	NA	saya bilang ini ini kami ini tidak bahagia 0	1sg say this this 1PL.EX this NEG happy 0	I said this, that we’re not happy.	NA	NA	12	Middle Indonesia - Kupang	2008-06-20	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the garden; talking about vegetables garden	0:38:50	1065	5889	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
25545827348420384e7	3	10040410312745654e7	NA	senang	senang	happy	1255	KOE-20080628-ELS	232	0:07:24	NA	1456	KOEGEE	hi beta senang nonton it(u) felem.	NA	hi beta senang nonton itu felem	FILL 1SG happy watch that film	I like watching that film.	NA	NA	12	Middle Indonesia - Kupang	2008-02-28	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Nita's room; talking about birthday and television programme.	0:37:53	1187	5593	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
8408911465842039e8	5	10040410312745654e7	NA	senang	senang	happy	1255	KOE-20080628-ELS	571	0:19:06	NA	1456	KOEGEE	0 mungkin karna terlalu senang ni pas(t)i son akan jadi a?	NA	0 mungkin karna terlalu senang ni pasti son akan jadi a	0 maybe because too happy this exact NEG will so FILL	0 maybe because of we are very happy so it not, is it?	NA	NA	12	Middle Indonesia - Kupang	2008-02-28	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Nita's room; talking about birthday and television programme.	0:37:53	1187	5593	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
8538765879592039e8	8	10040411005271444e7	NA	ceria	ceria	happy	1255	KOE-20080628-ELS	652	0:21:54	NA	1508	KOENIT	slamat ulang tahu(n) panjang umur dan selalu ceria e 0.	NA	slamat ulang tahun panjang umur dan selalu ceria e 0	good repeat year long age and always happy FILL 0	happy birthday, have longevity and always be happy 0.	NA	NA	12	Middle Indonesia - Kupang	2008-02-28	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Nita's room; talking about birthday and television programme.	0:37:53	1187	5593	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
52763882387720384e7	5	10040411005271444e7	NA	ceria	ceria	happy	1255	KOE-20080628-ELS	788	0:26:43	NA	1508	KOENIT	dia pu moto tu ceria setiap saat.	NA	dia pu moto tu ceria se- tiap saat	3SG POSS motto that happy SE- every when	her motto is always be happy.	NA	NA	12	Middle Indonesia - Kupang	2008-02-28	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Nita's room; talking about birthday and television programme.	0:37:53	1187	5593	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
6727932107962038e8	2	10040410312745654e7	NA	senang	senang	happy	1255	KOE-20080628-ELS	1093	0:34:56	NA	1508	KOENIT	be senang.	NA	be senang	I happy	I like him.	NA	NA	12	Middle Indonesia - Kupang	2008-02-28	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Nita's room; talking about birthday and television programme.	0:37:53	1187	5593	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
3821137347170856e8	2	10040409454888868e7	NA	girang	girang	happy	1308	TER-20080412-AYU	94	NA	NA	3112	VIKAYU	tante girang.	NA	tante girang	aunt happy	tante girang.	NA	NA	13	Middle Indonesia - Ternate	2008-04-12	Ternate	North Maluku	0.785691	127.382444	Conversation	NA	Spoken	Natural	Percakapan di tempat kos pada malam hari.	NA	712	3946	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	41	Primary	1	1	Ternate Malay
1417999103391303e8	7	10040410312745654e7	NA	senang	senang	happy	1252	KOE-20080615-BOB	222	0:06:02	NA	1556	KOEZEN	pokonya ini di dalam hidup tu senang terus...	NA	poko -nya ini di dalam hidup tu senang terus	main -NYA this PREP inside life that happy continue	we have to be always happy in life...	NA	NA	12	Middle Indonesia - Kupang	2008-06-15	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the veranda; talking about footbal, about their experience, and about school.	0:37:44	1332	5706	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
263082192009140700	4	10040410312745654e7	NA	senang	senang	happy	1256	KOE-20080702-IMO	908	0:31:35	NA	1527	KOERIA	ma beta ju senang...	NA	ma beta ju senang	want 1SG also happy	but I’m happy...	NA	NA	12	Middle Indonesia - Kupang	2008-07-02	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the boarding house in Oesapa; talking about	0:44:02	1305	6524	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
954525102529020800	6	10040410312745654e7	NA	senang	senang	happy	1258	KOE-20080726-IMO	633	0:22:01	NA	1465	KOEIJA	hmm tanam sayur parlu dong senang...	NA	hmm tanam sayur parlu dong senang	FILL planting vegetable need 3PL happy	hmm, she just planting the vegetables for fun...	NA	NA	12	Middle Indonesia - Kupang	2008-07-26	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Harija Home; talking about Harija experience in Malaysia.	0:52:41	1490	6643	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
287109162437020800	3	10040410312745654e7	NA	senang	senang	happy	1258	KOE-20080726-IMO	860	0:29:38	NA	1423	KOEANE	wee talalu senang kaka Andi...	NA	wee talalu senang ka- ka Andi	FILL very happy KA- old.sibling Andi	then Andi must be really happy...	NA	NA	12	Middle Indonesia - Kupang	2008-07-26	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Harija Home; talking about Harija experience in Malaysia.	0:52:41	1490	6643	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
260705162531020800	2	10040410312745654e7	NA	senang	senang	happy	1258	KOE-20080726-IMO	861	0:29:40	NA	1465	KOEIJA	talalu senang...	NA	talalu senang	very happy	really happy..	NA	NA	12	Middle Indonesia - Kupang	2008-07-26	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Harija Home; talking about Harija experience in Malaysia.	0:52:41	1490	6643	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
763877877389164e9	3	10040410312745654e7	NA	senang	senang	happy	1257	KOE-20080709-ELS	927	0:20:37	NA	1445	KOEEKA	an(a) tal(alu) senang kawan.	NA	ana talalu senang kawan	child very happy friend	I am very happy friend.	NA	NA	12	Middle Indonesia - Kupang	2008-07-09	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	NA	Spoken	Natural	having a conversation in the Geesty home; talking about planing to the new school.	0:30:38	1391	6073	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
