session_id	session_name	data_set_id	data_set_name	date	location	region	latitude	longitude	genre	subgenre	mode	elicited_or_natural	situation	duration	record_count	word_count	classification	project_id	project_name	description	session_count	primary_or_secondary	n_languoid_id	n_languoid_name	languoid_name_new
1291	KOE-20110713-MUN_a	12	Middle Indonesia - Kupang	2011-07-13	Kelurahan Pasir Panjang, NTT	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in Mrs. Olyana's school on the second floor. It is near the main road, so it is crowded.	0:29:57.87	741	2681	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1292	KOE-20110713-MUN_b	12	Middle Indonesia - Kupang	2011-07-13	Kelapa Lima, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	Having conversation at a gas station near the main road, so many cars and motorcycle are passing through. Customers also enters the area.	0:29:59.246	946	3165	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1293	KOE-20110718-MUN-a	12	Middle Indonesia - Kupang	2011-07-18	Airmata, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in Mrs. Hasnawati's house in Airmata village. The house is in hill near the main road in the village, so it is crowded.	0:32:37.93	1375	4069	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1294	KOE-20110718-MUN-b	12	Middle Indonesia - Kupang	2011-07-18	Alak, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in Elin's house, in Alak Village. Her husband was geeting illness, so he was coughing.	0:30:35.42	1061	2816	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1295	KOE-20110720-MUN	12	Middle Indonesia - Kupang	2011-07-20	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Village Office of West Oesapa, where there are many officers. They are listening to the music. So, it is noisy.	0:30:26.344	1171	3154	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1296	KOE-20110723-MUN	12	Middle Indonesia - Kupang	2011-07-23	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Mrs. Samiyati's house, in West Oesapa Village her house is surrounded by many houses, so it is noisy.	0:30:45.71	1254	2736	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1297	KOE-20110801-MUN-a	12	Middle Indonesia - Kupang	2011-01-08	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Oesapa Barat beach where Roby is working. It is noisy because the wind is very fast.	0:31:31.78	1382	3769	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1298	KOE-20110801-MUN-b	12	Middle Indonesia - Kupang	2011-08-15	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Putra's house that is far from main road. So, it is quiet enough	0:30:02.931	1093	2681	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1299	KOE-20110802-MUN	12	Middle Indonesia - Kupang	2011-08-02	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Salmun's house in West Oesapa Village. The house is far from the road, so it is quiet enough.	0:23:46.19	776	1973	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1300	KOE-20110804-MUN	12	Middle Indonesia - Kupang	2011-08-04	Oebobo, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in a house in Oebob village. The house is quite far from the main road, so it is not crowded. While, there are some people palying in the house.	0:31:50.72	1852	4251	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1301	KOE-20110808-MUN	12	Middle Indonesia - Kupang	2011-08-08	Kelapa Lima, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in the place where Mea drives the rent motorcycle. It is near the main road. There are many vehicles passing the road, so it is very noisy.	0:29:43.605	1269	3550	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1302	KOE-20110809-MUN	12	Middle Indonesia - Kupang	2011-08-09	Kelurahan Nefonaek, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in Yeri's house in Perumnas, Nefonaek Village. The house is near the main road in the village, so it is crowded	0:33:46.44	1278	3983	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1303	KOE-20110810-MUN	12	Middle Indonesia - Kupang	2011-08-10	Oesapa Barat	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation in Mrs. Damaris' house in West Oesapa village, talking about her husband's work. The house is near a repair shop, so it is crowded.	0:19:57.898	679	2030	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1304	KOE-20110811-MUN	12	Middle Indonesia - Kupang	2011-08-11	Kelapa Lima, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having conversation at Mrs. Meri's house. It is at night, so it is very quit. She talks about her family and experiences going abroad.	0:29:41.7	1307	3385	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1305	KOE-20111031-MUN	12	Middle Indonesia - Kupang	2011-10-31	Airmata, Kupang	East Nusa Tenggara	NA	NA	Conversation	Personal	Spoken	Natural	Having a conversation in Titin's house. It is far from the main road. But, there are many kids who are playing a top.	0:21:02.13	1286	2608	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
1306	TER-20080411-AYA	13	Middle Indonesia - Ternate	2008-04-11	Ternate	North Maluku	0.785691	127.382444	Conversation	NA	Spoken	Natural	percakapan disekretariat samurai maluku utara	NA	242	1053	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	41	Primary	1	1	Ternate Malay
1307	TER-20080412-AYA	13	Middle Indonesia - Ternate	2008-04-12	Ternate	North Maluku	0.785691	127.382444	Conversation	NA	Spoken	Natural	percakapan di Rumah kost Aya.Pada malam hari	0:39:28	517	4214	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	41	Primary	1	1	Ternate Malay
